Recipient County,Recipient State,Funder State,Funding Type1,Impact Area,Topic,Recipient Zipcode,Award Amount,Number of Records
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63033,"$52,609",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63033,"$206,086",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63033,"$119,891",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63031,"$1,140,797",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63031,"$52,141",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63042,"$195,361",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63042,"$104,923",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63042,"$734,893",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63043,"$380,361",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63123,"$246,689",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Food Security,63135,"$230,021",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Housing Security,63105,"$2,756,169",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Housing Security,63105,"$569,865",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Housing Security,63105,"$449,802",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Housing Security,63105,"$314,908",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Housing Security,63105,"$314,432",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Housing Security,63105,"$244,001",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Housing Security,63105,"$97,485",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Housing Security,63121,"$100,152",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Housing Security,63121,"$74,134",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Housing Security,63121,"$696,264",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Housing Security,63121,"$148,992",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Housing Security,63121,"$82,086",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Housing Security,63121,"$51,728",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Housing Security,63122,"$85,767",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Housing Security,63124,"$232,158",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Housing Security,63130,"$261,946",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Housing Security,63133,"$248,333",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Housing Security,63133,"$248,305",1
St. Louis County,MO,DC,Federal Government,Basic Needs,Housing Security,63123,"$50,270",1
St. Louis City,MO,DC,Federal Government,Basic Needs,Crisis Intervention,63101,"$67,541",1
St. Louis City,MO,DC,Federal Government,Basic Needs,Housing Security,63101,"$387,695",1
St. Louis City,MO,DC,Federal Government,Financial Stability,Jobs,63109,"$826,905",1
St. Louis County,MO,DC,Federal Government,Financial Stability,Jobs,63044,"$34,715,792",1
St. Louis County,MO,DC,Federal Government,Financial Stability,Jobs,63044,"$698,910",1
St. Louis County,MO,DC,Federal Government,Financial Stability,Jobs,63105,"$500,000",1
St. Louis County,MO,DC,Federal Government,Financial Stability,Jobs,63105,"$203,202",1
St. Louis County,MO,DC,Federal Government,Financial Stability,Jobs,63137,"$55,000",1
St. Louis City,MO,DC,Federal Government,Financial Stability,Income,63101,"$350,000",1
St. Louis County,MO,DC,Federal Government,Foster Learning,Early Childhood Education,63025,"$1,024,310",1
St. Louis County,MO,DC,Federal Government,Foster Learning,Early Childhood Education,63031,"$828,402",1
St. Louis County,MO,DC,Federal Government,Foster Learning,Early Childhood Education,63042,"$391,827",1
St. Louis County,MO,DC,Federal Government,Foster Learning,Early Childhood Education,63074,"$478,387",1
St. Louis County,MO,DC,Federal Government,Foster Learning,Early Childhood Education,63122,"$259,467",1
St. Louis County,MO,DC,Federal Government,Foster Learning,Early Childhood Education,63125,"$399,982",1
St. Louis County,MO,DC,Federal Government,Foster Learning,Early Childhood Education,63130,"$96,560",1
St. Louis County,MO,DC,Federal Government,Foster Learning,Early Childhood Education,63131,"$3,295,639",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63017,"$1,767,061",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63017,"$139,589",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63017,"$803,053",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63025,"$1,216,831",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63025,"$67,020",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63025,"$396,486",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63031,"$4,708,850",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63031,"$75,700",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63031,"$421,412",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63042,"$4,428,920",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63042,"$485,774",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63074,"$823,608",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63074,"$143,655",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63074,"$206,801",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63105,"$192,524",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63114,"$2,012,427",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63114,"$112,175",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63114,"$351,900",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63119,"$547,029",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63119,"$279,632",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63121,"$3,359,897",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63121,"$253,654",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63122,"$326,392",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63122,"$129,441",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63123,"$78,053",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63123,"$344,589",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63123,"$52,855",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63124,"$118,381",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63124,"$69,037",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63125,"$1,091,478",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63125,"$158,857",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63125,"$232,180",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63126,"$423,312",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63126,"$55,718",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63130,"$705,647",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63130,"$268,248",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63131,"$918,301",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63131,"$32,179,937",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63131,"$743,498",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63131,"$137,741",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63136,"$1,603,896",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63137,"$5,323,292",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63137,"$357,428",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63143,"$205,247",1
St. Louis County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63144,"$96,198",1
Warren County,MO,DC,Federal Government,Foster Learning,Early Childhood Education,63383,"$92,030",1
Warren County,MO,DC,Federal Government,Foster Learning,Early Childhood Education,63390,"$96,196",1
Warren County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63383,"$969,952",1
Warren County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63383,"$833,584",1
Warren County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63383,"$82,276",1
Warren County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63390,"$294,909",1
Warren County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63390,"$354,632",1
Warren County,MO,DC,Federal Government,Foster Learning,K12 Education and out of school time,63390,"$52,178",1
St. Louis County,MO,DC,Federal Government,Foster Learning,Post secondary Education,63105,"$100,000",1
St. Louis County,MO,VA,Federal Government,Foster Learning,Post secondary Education,63105,"$74,803",1
St. Louis City,MO,DC,Federal Government,Foster Learning,Early Childhood Education,63108,"$1,711,317",1
St. Louis City,MO,DC,Federal Government,Foster Learning,Early Childhood Education,63108,"$4,976,848",1
St. Louis City,MO,DC,Federal Government,Foster Learning,Early Childhood Education,63108,"$18,309,072",1
St. Louis County,MO,DC,Federal Government,Improve Health,Access to healthcare,63017,"$71,252",1
St. Louis County,MO,DC,Federal Government,Improve Health,Access to healthcare,63025,"$75,758",1
St. Louis County,MO,DC,Federal Government,Improve Health,Access to healthcare,63042,"$390,827",1
St. Louis County,MO,DC,Federal Government,Improve Health,Access to healthcare,63114,"$55,141",1
St. Louis County,MO,DC,Federal Government,Improve Health,Access to healthcare,63121,"$210,316",1
St. Louis County,MO,DC,Federal Government,Improve Health,Access to healthcare,63123,"$58,755",1
St. Louis County,MO,DC,Federal Government,Improve Health,Access to healthcare,63123,"$56,281",1
St. Louis County,MO,DC,Federal Government,Improve Health,Access to healthcare,63125,"$68,311",1
St. Louis County,MO,DC,Federal Government,Improve Health,Access to healthcare,63130,"$58,676",1
St. Louis County,MO,DC,Federal Government,Improve Health,Access to healthcare,63131,"$2,696,675",1
St. Louis County,MO,DC,Federal Government,Improve Health,Access to healthcare,63136,"$123,677",1
St. Louis County,MO,DC,Federal Government,Improve Health,Access to healthcare,63137,"$106,408",1
Warren County,MO,DC,Federal Government,Improve Health,Access to healthcare,63383,"$104,404",1
Warren County,MO,DC,Federal Government,Improve Health,Access to healthcare,63390,"$61,556",1
St. Louis City,MO,DC,Federal Government,Improve Health,Access to healthcare,63112,"$124,852",1
St. Louis City,MO,DC,Federal Government,Improve Health,Access to healthcare,63112,"$95,500",1
St. Louis County,MO,DC,Federal Government,Improve Health,Access to healthcare,63105,"$677,828",1
St. Louis County,MO,DC,Federal Government,Improve Health,Access to healthcare,63105,"$114,774",1
St. Louis County,MO,DC,Federal Government,Improve Health,Behavioral Health and Substance Abuse,63017,"$250,000",1
St. Louis County,MO,DC,Federal Government,Improve Health,Behavioral Health and Substance Abuse,63137,"$54,887",1
St. Louis County,MO,DC,Federal Government,Improve Health,Behavioral Health and Substance Abuse,63105,"$600,000",1
St. Louis County,MO,DC,Federal Government,Improve Health,Behavioral Health and Substance Abuse,63105,"$400,000",1
St. Louis County,MO,DC,Federal Government,Improve Health,Physical Health,63026,"$53,465",1
St. Louis County,MO,DC,Federal Government,Improve Health,Physical Health,63146,"$1,630,522",1
Warren County,MO,DC,Federal Government,Improve Health,Physical Health,63383,"$59,702",1
St. Louis City,MO,DC,Federal Government,Other,Research,63112,"$80,000",1
St. Louis City,MO,DC,Federal Government,Other,Research,63112,"$1,367,977",1
St. Louis City,MO,DC,Federal Government,Other,Research,63112,"$701,402",1
St. Louis City,MO,DC,Federal Government,Other,Research,63112,"$686,236",1
St. Louis City,MO,DC,Federal Government,Other,Research,63112,"$635,748",1
St. Louis City,MO,DC,Federal Government,Other,Research,63112,"$549,000",1
St. Louis City,MO,DC,Federal Government,Other,Research,63112,"$480,375",1
